job_id,specialty,state,contract_length,pay_rate,weekly_stipend,shift_type,hospital_type,bed_count,experience_years,certification,agency_rating,travel_experience,certification_rarity,filled
809,Pediatrics,Florida,26,48,1041,Rotating,Community,885,6,CCRN,4.277548195002981,1,0.176,0
810,ER,Illinois,26,85,1031,Night,Government,609,10,PALS,3.6093476778074827,0,0.1605,0
811,ER,California,4,40,1588,Night,Government,485,6,ACLS,4.440249356622601,1,0.1645,0
812,Labor & Delivery,Illinois,13,84,2107,Night,Government,160,3,PALS,3.8797983605192154,0,0.1605,1
813,Labor & Delivery,Florida,26,52,1514,Night,Teaching,202,11,CEN,4.705540177815953,1,0.167,0
814,Pediatrics,Florida,26,43,1558,Rotating,Private,684,5,BLS,4.7267331103492864,1,0.16,0
815,Pediatrics,Ohio,26,40,1601,Night,Government,966,13,PALS,4.9684210337819925,1,0.1605,0
816,ICU,Florida,8,88,1575,Day,Community,918,11,CCRN,4.252804296536755,0,0.176,1
817,ER,Texas,26,79,1525,Night,Community,151,10,CCRN,4.1824353195916055,1,0.176,0
818,Pediatrics,Ohio,4,71,999,Night,Community,802,18,TNCC,4.6302134081697215,1,0.172,1
819,Med-Surg,Illinois,4,73,1744,Day,Government,882,4,TNCC,3.69870598451289,1,0.172,1
820,ICU,Georgia,8,67,878,Day,Government,240,13,TNCC,4.320373270689686,1,0.172,1
821,Pediatrics,Illinois,8,70,1755,Day,Community,778,15,BLS,4.319371400196276,1,0.16,1
822,Labor & Delivery,California,4,47,1655,Day,Government,612,12,CEN,3.634209684215581,1,0.167,0
823,Pediatrics,Florida,8,78,1996,Night,Community,853,19,ACLS,4.12697612826037,1,0.1645,1
824,Labor & Delivery,Florida,26,65,1266,Day,Teaching,130,3,CCRN,4.779927197850803,1,0.176,1
825,Labor & Delivery,New York,13,73,1380,Rotating,Government,538,10,CCRN,4.784230432991991,1,0.176,1
826,ER,Ohio,13,42,2239,Night,Teaching,944,16,CEN,3.6488564973795214,1,0.167,0
827,ER,New York,13,89,1739,Rotating,Teaching,137,6,BLS,3.6360813241217462,0,0.16,1
828,Pediatrics,Ohio,4,51,1248,Night,Government,243,13,TNCC,3.894043215502903,1,0.172,0
829,Pediatrics,Texas,8,40,886,Night,Community,153,10,CEN,4.812149093830991,1,0.167,0
830,Med-Surg,Ohio,13,83,900,Rotating,Private,832,8,ACLS,3.6933538776102486,0,0.1645,0
831,ICU,Illinois,26,44,1831,Day,Teaching,145,12,TNCC,4.579995203941169,1,0.172,1
832,ICU,California,26,69,1644,Day,Government,472,17,ACLS,3.651748429419655,1,0.1645,1
833,Pediatrics,Georgia,26,69,2023,Rotating,Teaching,940,10,PALS,4.434706780621738,1,0.1605,1
834,ER,Ohio,8,56,2328,Day,Community,247,14,ACLS,4.034100948678717,1,0.1645,0
835,Med-Surg,Ohio,13,87,886,Night,Government,50,18,TNCC,4.6833709444488,0,0.172,1
836,ICU,Ohio,26,86,842,Night,Private,456,0,PALS,3.8505356732380456,0,0.1605,0
837,Pediatrics,California,8,62,2208,Night,Government,427,3,TNCC,4.45880274408494,1,0.172,1
838,ER,Florida,26,54,2444,Day,Teaching,216,13,CCRN,3.8535238018638274,0,0.176,0
839,ER,California,13,76,2258,Day,Government,558,13,TNCC,4.570490424668231,0,0.172,1
840,ER,North Carolina,13,60,1207,Rotating,Government,687,2,PALS,4.810517051841123,1,0.1605,0
841,Labor & Delivery,North Carolina,13,53,2306,Night,Teaching,362,16,ACLS,3.69020269869014,1,0.1645,0
842,ER,North Carolina,13,41,1463,Rotating,Private,642,2,CCRN,4.799893532893256,1,0.176,0
843,Pediatrics,Florida,13,50,1840,Day,Community,467,15,BLS,4.390362881621447,1,0.16,1
844,Med-Surg,North Carolina,26,78,2468,Rotating,Government,812,13,BLS,3.690665736300536,0,0.16,1
845,Pediatrics,Georgia,13,77,947,Day,Private,730,19,BLS,4.141312783039568,0,0.16,0
846,ER,Illinois,26,73,1076,Night,Community,526,12,BLS,3.741290440227647,1,0.16,0
847,Med-Surg,California,13,77,1031,Night,Teaching,122,14,CEN,4.550521833299854,1,0.167,1
848,ICU,Florida,26,89,1165,Day,Private,190,13,BLS,4.638302201626924,0,0.16,1
849,ICU,Illinois,13,73,2051,Day,Private,631,18,PALS,3.6586947804091983,1,0.1605,1
850,Pediatrics,Illinois,26,57,2474,Day,Government,311,5,BLS,4.259209779041966,0,0.16,0
851,Med-Surg,Florida,13,69,1235,Night,Teaching,389,9,TNCC,4.7219375840388755,1,0.172,1
852,Pediatrics,North Carolina,8,54,1198,Day,Government,357,14,BLS,4.904244562326495,0,0.16,0
853,Med-Surg,Florida,26,66,2034,Night,Teaching,294,19,ACLS,4.270276800112655,0,0.1645,1
854,Med-Surg,Texas,8,73,2214,Rotating,Community,564,5,PALS,4.92541883541711,0,0.1605,1
855,Pediatrics,Illinois,26,77,1298,Night,Government,386,9,PALS,4.303533455684045,1,0.1605,0
856,Med-Surg,Florida,26,72,1339,Rotating,Teaching,624,6,CCRN,4.091285741899862,1,0.176,0
857,ER,Illinois,26,63,1362,Night,Teaching,610,16,CEN,4.772304692829343,1,0.167,1
858,Med-Surg,North Carolina,4,54,2314,Night,Private,125,17,TNCC,4.2394740656871335,1,0.172,0
859,Med-Surg,California,13,69,1241,Day,Government,929,16,PALS,4.207853765846784,1,0.1605,0
860,Pediatrics,Georgia,8,81,2084,Night,Government,224,8,ACLS,4.235468734114742,0,0.1645,1
861,ICU,New York,8,56,1572,Day,Community,158,9,BLS,4.770177502804618,1,0.16,0
862,Labor & Delivery,North Carolina,26,44,1149,Day,Teaching,232,9,PALS,4.747912312532078,1,0.1605,0
863,Med-Surg,New York,8,68,2175,Day,Private,241,6,ACLS,4.105279988660317,1,0.1645,0
864,Labor & Delivery,Ohio,8,43,1319,Night,Teaching,114,15,BLS,3.9999497898057874,0,0.16,0
865,Med-Surg,Florida,8,49,2143,Day,Teaching,898,17,CEN,4.237892036058694,1,0.167,0
866,Pediatrics,Florida,8,56,937,Rotating,Teaching,523,5,PALS,4.359158764605663,0,0.1605,0
867,Pediatrics,North Carolina,4,49,2373,Rotating,Government,832,19,PALS,3.8575058159419955,1,0.1605,0
868,Med-Surg,Illinois,26,56,2446,Night,Teaching,149,0,ACLS,4.690932627073386,0,0.1645,1
869,Pediatrics,North Carolina,8,59,1791,Day,Community,593,0,CCRN,4.229724148598635,1,0.176,1
870,Pediatrics,Ohio,4,63,1167,Rotating,Private,913,11,TNCC,4.00106832262994,1,0.172,0
871,Med-Surg,North Carolina,4,44,2043,Night,Private,177,1,CEN,3.660231489445986,1,0.167,0
872,ICU,Florida,26,73,2160,Night,Teaching,501,3,TNCC,3.8582677406054104,1,0.172,1
873,Med-Surg,North Carolina,13,45,2046,Night,Private,963,16,PALS,4.923921757633975,1,0.1605,1
874,ICU,Illinois,13,41,2471,Night,Teaching,418,3,TNCC,3.95764953022929,1,0.172,1
875,Pediatrics,Florida,13,52,1159,Night,Government,900,10,BLS,3.753288934050553,1,0.16,0
876,ICU,Illinois,8,82,1720,Day,Private,92,3,CEN,4.191009187482489,1,0.167,0
877,Pediatrics,North Carolina,26,82,1128,Day,Government,933,0,TNCC,3.960631615040373,1,0.172,0
878,ICU,Florida,13,87,1761,Day,Government,468,6,BLS,3.5527388754067912,0,0.16,1
879,ICU,Texas,8,50,1262,Day,Community,537,17,ACLS,3.984717825919126,1,0.1645,0
880,Med-Surg,Georgia,26,86,1745,Night,Community,127,8,TNCC,4.316162935909203,1,0.172,1
881,ICU,Illinois,8,62,1762,Night,Private,875,2,CEN,4.3275685580299506,1,0.167,0
882,Pediatrics,Georgia,13,55,2384,Rotating,Teaching,850,7,BLS,4.034838381765333,1,0.16,1
883,Med-Surg,Texas,13,70,2205,Rotating,Teaching,319,18,TNCC,4.170954134378901,1,0.172,1
884,ICU,Texas,4,50,1635,Day,Teaching,723,3,ACLS,4.94827687735215,0,0.1645,0
885,Med-Surg,Texas,4,55,2413,Night,Teaching,750,17,TNCC,4.066022715845468,0,0.172,0
886,Labor & Delivery,Texas,26,47,2440,Rotating,Community,808,19,BLS,3.8873402198899747,0,0.16,0
887,Med-Surg,California,8,43,968,Rotating,Teaching,949,10,TNCC,3.8652005661001403,1,0.172,0
888,Labor & Delivery,Georgia,8,79,1016,Rotating,Teaching,777,13,CEN,4.1866469190562015,1,0.167,0
889,Labor & Delivery,North Carolina,13,43,1177,Rotating,Government,364,17,PALS,4.639280223075416,1,0.1605,0
890,Med-Surg,Ohio,13,64,918,Day,Teaching,974,15,BLS,3.80898227628271,1,0.16,0
891,Pediatrics,North Carolina,26,42,989,Night,Teaching,900,2,BLS,4.563944190711152,0,0.16,0
892,Pediatrics,North Carolina,4,71,1566,Day,Community,951,14,BLS,3.5317247350241243,1,0.16,0
893,Pediatrics,Georgia,13,42,1169,Rotating,Private,938,3,BLS,4.128399466975919,1,0.16,0
894,ER,North Carolina,8,66,948,Rotating,Government,994,4,TNCC,4.66379759780418,1,0.172,1
895,Labor & Delivery,New York,13,68,2499,Night,Government,217,16,CEN,4.008099433661647,1,0.167,0
896,Med-Surg,California,4,71,1451,Night,Private,388,6,ACLS,4.345605652168099,1,0.1645,1
897,Pediatrics,North Carolina,8,89,2311,Day,Government,242,15,CEN,3.807468849238866,1,0.167,1
898,Pediatrics,Florida,4,58,1569,Night,Teaching,502,13,BLS,4.612993086689258,1,0.16,0
899,Med-Surg,North Carolina,26,60,1173,Day,Teaching,332,15,CCRN,3.5784186549031394,0,0.176,0
900,Labor & Delivery,Florida,26,44,1580,Day,Private,385,6,TNCC,4.77881396731325,0,0.172,0
901,Med-Surg,Ohio,4,57,959,Rotating,Community,439,8,CCRN,3.7972945796325024,1,0.176,0
902,ER,New York,8,67,1150,Day,Community,574,3,TNCC,4.811597047562496,1,0.172,1
903,ER,New York,4,81,2111,Rotating,Government,289,10,BLS,4.028793861950776,1,0.16,1
904,Med-Surg,New York,13,61,2111,Day,Community,881,1,TNCC,4.5840253617117295,1,0.172,1
905,Labor & Delivery,Texas,13,60,1691,Day,Community,532,11,BLS,3.978837946679283,1,0.16,0
906,Pediatrics,California,4,45,2049,Night,Community,708,11,CEN,4.858867506851971,0,0.167,1
907,ER,North Carolina,13,40,1322,Night,Community,765,3,PALS,3.6899556882775615,1,0.1605,0
908,ER,Florida,4,44,1321,Rotating,Community,641,17,TNCC,3.767779683908898,1,0.172,0
909,Labor & Delivery,California,13,80,1582,Night,Community,940,6,BLS,4.239545187738203,0,0.16,0
910,ER,California,4,51,1072,Day,Community,604,0,CCRN,3.622907658557219,1,0.176,0
911,ER,California,13,65,1735,Rotating,Government,507,12,BLS,3.793970277052643,1,0.16,1
912,Labor & Delivery,New York,8,85,2225,Rotating,Teaching,138,5,CCRN,4.915649573318022,1,0.176,1
913,Med-Surg,Ohio,8,73,982,Rotating,Community,709,5,TNCC,4.964734491721831,1,0.172,1
914,Pediatrics,Ohio,13,88,2488,Day,Teaching,144,11,ACLS,4.064388993995633,1,0.1645,1
915,Pediatrics,New York,4,53,1287,Night,Private,501,7,CCRN,4.884929031520904,1,0.176,0
916,ER,Florida,13,65,1645,Rotating,Teaching,477,18,BLS,4.317237013510148,1,0.16,0
917,Pediatrics,Florida,26,84,923,Day,Private,200,4,TNCC,3.9046136988106506,1,0.172,0
918,Med-Surg,Florida,26,66,1784,Night,Government,563,17,BLS,4.553598081620898,0,0.16,1
919,ER,North Carolina,4,48,2449,Night,Teaching,425,4,ACLS,4.488352709862285,1,0.1645,1
920,Pediatrics,Ohio,13,65,1589,Rotating,Private,71,9,PALS,4.9836879786631005,0,0.1605,1
921,ICU,North Carolina,13,86,1213,Day,Teaching,932,0,ACLS,3.897570931113925,0,0.1645,0
922,ICU,Ohio,8,61,1995,Night,Government,362,9,CEN,4.508089253992603,1,0.167,1
923,ICU,California,4,86,2111,Day,Teaching,889,4,TNCC,3.5780356325441702,0,0.172,1
924,ICU,New York,26,69,2258,Night,Private,568,11,ACLS,3.670469058045079,1,0.1645,0
925,ICU,Texas,26,82,1485,Rotating,Community,255,6,PALS,3.50587756242664,0,0.1605,0
926,ER,California,4,87,912,Rotating,Community,424,8,BLS,4.9991910215895095,1,0.16,1
927,Labor & Delivery,Illinois,26,56,1687,Night,Community,500,11,TNCC,4.7034105457212165,0,0.172,0
928,Labor & Delivery,North Carolina,4,65,921,Day,Government,675,0,CCRN,4.680084522100311,0,0.176,0
929,ER,Ohio,26,75,2367,Night,Community,833,10,ACLS,4.26458911293227,0,0.1645,1
930,ER,California,26,40,2045,Day,Government,644,14,PALS,3.95010062435816,1,0.1605,0
931,Med-Surg,New York,4,47,2454,Night,Community,228,1,ACLS,3.726896426694014,1,0.1645,0
932,Labor & Delivery,Illinois,4,88,838,Rotating,Government,259,19,CEN,3.9270121082696954,0,0.167,0
933,ICU,Georgia,26,74,1296,Day,Government,549,6,TNCC,4.063956832893709,1,0.172,1
934,ER,North Carolina,26,54,1579,Rotating,Teaching,513,11,BLS,4.6344651454704415,1,0.16,0
935,ICU,California,8,86,2056,Day,Community,889,17,PALS,4.309492683354729,1,0.1605,1
936,Labor & Delivery,New York,13,61,1742,Night,Teaching,173,2,ACLS,3.616225439833224,1,0.1645,0
937,Pediatrics,New York,4,53,2353,Rotating,Private,162,6,TNCC,3.527043513438368,1,0.172,0
938,Pediatrics,Ohio,4,65,948,Rotating,Community,61,10,ACLS,3.6534982693010947,0,0.1645,0
939,ER,Texas,13,67,2220,Day,Community,175,17,TNCC,4.1157480705460685,1,0.172,1
940,Med-Surg,California,8,62,1821,Day,Community,614,11,CEN,4.899789375573528,1,0.167,1
941,ICU,New York,26,53,1460,Day,Community,380,5,ACLS,4.456103721813832,1,0.1645,0
942,ER,North Carolina,26,63,2461,Rotating,Teaching,950,4,CEN,4.702738849813272,0,0.167,1
943,Med-Surg,Florida,8,41,1101,Night,Teaching,332,0,CCRN,4.199561891756823,0,0.176,0
944,ICU,New York,8,84,2183,Day,Government,189,11,CCRN,4.042499124792564,1,0.176,1
945,Labor & Delivery,Texas,13,65,1037,Night,Teaching,450,10,PALS,3.662600559074934,1,0.1605,0
946,Pediatrics,New York,13,53,1446,Day,Government,951,3,CEN,4.813899533279308,1,0.167,0
947,Med-Surg,Ohio,26,46,1462,Night,Private,146,17,TNCC,4.6747400435418545,1,0.172,0
948,ICU,Georgia,8,42,1035,Day,Teaching,566,3,PALS,3.752177146396588,0,0.1605,0
949,ER,California,8,86,1002,Night,Government,618,16,ACLS,4.268390845814391,1,0.1645,1
950,ICU,Ohio,26,62,1055,Rotating,Community,973,1,ACLS,4.231062211881867,1,0.1645,1
951,ER,California,26,85,1397,Day,Private,895,1,TNCC,4.437637329029793,1,0.172,1
952,Pediatrics,Illinois,26,82,1461,Day,Government,118,11,BLS,4.919280340986892,0,0.16,1
953,Pediatrics,California,26,86,1034,Rotating,Private,167,5,BLS,4.369657162643719,1,0.16,0
954,ICU,Illinois,26,84,2168,Day,Community,937,9,ACLS,4.310325900167928,1,0.1645,1
955,ICU,Ohio,13,57,1333,Day,Community,108,15,TNCC,3.575484399401996,0,0.172,0
956,ER,Florida,26,77,1659,Rotating,Government,82,13,BLS,3.594361214027036,1,0.16,0
957,ER,North Carolina,8,74,2289,Rotating,Government,367,6,CEN,3.781020186990183,1,0.167,1
958,Med-Surg,Texas,4,54,1569,Night,Community,99,18,ACLS,3.548706157537622,0,0.1645,0
959,Med-Surg,Florida,13,64,1340,Rotating,Government,929,16,CCRN,4.615029343355019,1,0.176,0
960,Med-Surg,North Carolina,8,76,1012,Rotating,Community,538,8,CEN,4.584995455990945,1,0.167,1
961,ICU,Illinois,4,67,1262,Day,Teaching,68,12,TNCC,3.7040843516474644,1,0.172,0
962,Med-Surg,New York,13,49,1235,Rotating,Government,775,4,CCRN,4.754118351192922,1,0.176,0
963,ICU,New York,26,78,1082,Day,Private,246,4,CEN,3.732179052269168,1,0.167,0
964,Pediatrics,Florida,13,56,2385,Rotating,Community,940,9,BLS,3.9517633804960384,0,0.16,0
965,Labor & Delivery,New York,26,78,2430,Rotating,Teaching,499,9,BLS,3.8734653487420476,1,0.16,1
966,Pediatrics,Illinois,26,61,2286,Night,Government,608,6,CCRN,4.0584606478595715,1,0.176,0
967,ICU,Ohio,26,65,2230,Rotating,Community,728,14,PALS,3.881995648834943,1,0.1605,1
968,ICU,Texas,4,83,887,Rotating,Teaching,501,6,ACLS,4.233426389657678,1,0.1645,0
969,Labor & Delivery,Georgia,13,64,1867,Day,Government,338,14,CCRN,4.111111822032028,0,0.176,1
970,ER,California,26,56,1260,Day,Community,190,2,TNCC,4.97985423616899,1,0.172,0
971,ER,Illinois,8,52,1077,Night,Community,133,18,ACLS,3.5838895251923386,1,0.1645,0
972,ER,North Carolina,13,59,1220,Rotating,Community,743,9,CEN,3.7132720645810275,0,0.167,0
973,Med-Surg,Georgia,8,64,2176,Day,Government,440,14,TNCC,3.579238840862904,1,0.172,0
974,ER,Illinois,4,43,1495,Rotating,Teaching,640,2,TNCC,4.438761792473564,1,0.172,0
975,Med-Surg,California,4,49,1314,Night,Community,264,5,BLS,3.5817639161205794,1,0.16,0
976,Med-Surg,California,13,42,1502,Day,Teaching,575,11,CEN,4.754659606064185,0,0.167,0
977,ER,Texas,4,80,2453,Day,Teaching,264,14,BLS,4.267907946022891,1,0.16,1
978,ER,Texas,4,84,818,Night,Private,452,5,BLS,4.2905114368723005,0,0.16,1
979,Labor & Delivery,Texas,13,57,822,Rotating,Teaching,177,12,PALS,4.342391761568291,0,0.1605,0
980,Labor & Delivery,New York,8,86,1212,Day,Teaching,871,18,BLS,3.756220559459316,1,0.16,0
981,Med-Surg,North Carolina,26,75,1853,Day,Teaching,526,2,ACLS,3.7965354546717314,0,0.1645,1
982,Labor & Delivery,North Carolina,13,86,907,Night,Teaching,809,7,TNCC,3.978225984309507,0,0.172,0
983,Med-Surg,Illinois,13,61,2190,Night,Teaching,453,7,BLS,4.3902446237327775,0,0.16,1
984,ICU,Ohio,26,73,2104,Night,Government,78,19,CCRN,3.815176663910322,0,0.176,1
985,Med-Surg,California,8,86,1951,Rotating,Private,841,14,ACLS,3.674497590699892,0,0.1645,1
986,Med-Surg,Illinois,26,47,2052,Rotating,Community,387,3,CEN,4.955175329627648,1,0.167,1
987,Labor & Delivery,Georgia,26,79,1934,Rotating,Private,880,18,TNCC,3.5329727222144345,0,0.172,1
988,ICU,Illinois,8,88,935,Night,Private,763,2,CCRN,4.704046108004032,0,0.176,1
989,Pediatrics,North Carolina,8,83,1161,Day,Community,410,12,CCRN,4.682052724362533,0,0.176,1
990,Pediatrics,Texas,26,58,2009,Rotating,Teaching,618,7,CEN,3.945821170767644,1,0.167,0
991,Pediatrics,Texas,26,81,2479,Night,Community,441,15,CCRN,3.7034399240109703,1,0.176,1
992,ICU,Illinois,13,80,2407,Rotating,Teaching,267,12,ACLS,3.718442970058135,1,0.1645,1
993,ER,North Carolina,8,76,928,Day,Community,623,2,CEN,4.546147425855789,1,0.167,1
994,ICU,North Carolina,4,45,2084,Day,Government,718,15,CCRN,4.464209886629261,1,0.176,1
995,Labor & Delivery,North Carolina,8,65,1314,Night,Private,251,8,CEN,4.67411851137708,1,0.167,1
996,Med-Surg,Texas,26,73,1248,Day,Teaching,66,13,CEN,4.906221758598657,0,0.167,1
997,Med-Surg,North Carolina,26,84,1927,Night,Private,371,12,BLS,4.537891044899888,1,0.16,1
998,Labor & Delivery,New York,26,45,2306,Night,Teaching,567,6,BLS,3.733777304827165,1,0.16,0
999,Labor & Delivery,California,26,76,2047,Night,Community,619,14,BLS,3.8651639251481162,1,0.16,1
1000,Med-Surg,Georgia,4,72,1673,Night,Community,374,6,CCRN,4.763290596309671,0,0.176,1
1001,ER,North Carolina,8,61,2314,Day,Community,461,5,TNCC,3.813959113751313,1,0.172,0
1002,ER,Illinois,4,60,1272,Day,Government,367,1,ACLS,3.6087834754317223,0,0.1645,0
1003,ER,California,4,45,1833,Day,Community,730,8,CCRN,4.554920081063376,0,0.176,1
1004,Labor & Delivery,New York,26,45,2228,Day,Community,131,16,BLS,4.103789533235213,1,0.16,1
1005,Med-Surg,Georgia,4,87,1101,Night,Government,523,4,CEN,4.880060078818856,1,0.167,1
1006,Med-Surg,Texas,26,43,1030,Night,Private,517,11,CCRN,4.475382606640492,1,0.176,0
1007,Med-Surg,Florida,26,69,1722,Day,Private,474,0,CEN,3.635628466687491,1,0.167,0
1008,ICU,New York,26,50,1889,Rotating,Teaching,994,9,CEN,4.921784850880491,0,0.167,0
1009,ICU,Florida,4,69,1736,Rotating,Private,780,10,CEN,3.887835895460369,0,0.167,1
1010,Pediatrics,California,26,70,911,Rotating,Teaching,738,15,PALS,4.005818735609429,0,0.1605,0
1011,ICU,Illinois,4,63,1836,Day,Teaching,253,13,TNCC,4.103390620525313,1,0.172,0
1012,ER,Georgia,8,48,2216,Night,Private,632,7,ACLS,3.57683644460647,0,0.1645,0
1013,ER,Texas,26,42,1299,Night,Private,436,16,ACLS,4.244773133345907,0,0.1645,0
1014,ER,Georgia,13,70,1731,Rotating,Government,827,17,BLS,3.6849777366129386,1,0.16,0
1015,ER,New York,13,79,1397,Rotating,Teaching,147,11,PALS,4.101455490032528,0,0.1605,1
1016,Pediatrics,Texas,13,76,1033,Night,Private,394,16,CCRN,4.026064681988126,1,0.176,0
1017,ER,Florida,13,75,1401,Rotating,Private,852,13,CCRN,4.659260125139755,1,0.176,1
1018,Labor & Delivery,Florida,13,63,1113,Rotating,Government,257,15,ACLS,4.704755767449097,1,0.1645,0
1019,Labor & Delivery,Ohio,4,70,1365,Night,Private,563,13,TNCC,3.730119323583632,1,0.172,0
1020,Labor & Delivery,Georgia,8,45,1835,Rotating,Community,685,8,CEN,4.049826781068839,1,0.167,0
1021,ICU,North Carolina,4,41,1008,Rotating,Community,841,3,BLS,4.060029741547748,0,0.16,0
1022,Med-Surg,Illinois,26,59,1837,Day,Teaching,635,10,TNCC,3.727115665904128,1,0.172,0
1023,Pediatrics,North Carolina,8,67,2456,Rotating,Government,215,5,ACLS,4.697680257576786,1,0.1645,1
1024,Labor & Delivery,Florida,8,50,2241,Day,Private,71,14,PALS,4.560842492503134,0,0.1605,0
1025,Labor & Delivery,Illinois,8,43,2260,Night,Teaching,203,4,BLS,3.785572679445552,0,0.16,0
1026,ER,Ohio,8,54,2200,Day,Private,988,10,ACLS,4.050082862890699,1,0.1645,0
1027,Labor & Delivery,New York,13,45,1843,Night,Community,488,17,CCRN,3.6587075372847715,1,0.176,0
1028,ER,Ohio,26,88,1386,Day,Private,344,12,BLS,4.442309895639566,1,0.16,1
1029,ER,Illinois,8,69,1814,Day,Private,268,10,ACLS,3.6820578868229297,1,0.1645,0
1030,Med-Surg,Florida,8,77,1893,Day,Private,718,13,CCRN,4.978901252937376,0,0.176,1
1031,ICU,California,13,41,2034,Rotating,Community,544,17,CCRN,4.6710231120317935,1,0.176,1
1032,ER,Illinois,4,54,1924,Rotating,Community,279,18,CEN,4.0853578243759925,1,0.167,0
1033,ER,Texas,4,50,1497,Rotating,Government,69,14,PALS,4.367845898419032,0,0.1605,0
1034,Med-Surg,North Carolina,4,47,931,Rotating,Community,602,8,CEN,4.8670127243246135,1,0.167,0
1035,ER,California,26,65,2446,Rotating,Teaching,999,7,ACLS,4.331148920593739,1,0.1645,1
1036,Pediatrics,Georgia,4,84,2204,Day,Private,197,19,TNCC,3.761747729596933,1,0.172,1
1037,ICU,Illinois,8,83,1955,Rotating,Community,157,0,CEN,4.0680550333717385,0,0.167,1
1038,Pediatrics,Texas,13,44,1843,Night,Teaching,452,3,TNCC,4.764717297544618,1,0.172,1
1039,Labor & Delivery,North Carolina,13,45,1335,Day,Community,645,13,CCRN,4.466319523984427,1,0.176,0
1040,ICU,Georgia,4,65,1813,Day,Private,532,1,ACLS,4.4760865765007,1,0.1645,1
1041,Labor & Delivery,Ohio,13,43,1026,Night,Teaching,416,15,PALS,4.8002322285327335,1,0.1605,0
1042,ER,California,8,58,1977,Rotating,Community,883,2,TNCC,4.840959586193756,0,0.172,0
1043,Med-Surg,Illinois,4,59,2292,Night,Community,463,7,ACLS,4.879688857669154,1,0.1645,1
1044,Pediatrics,New York,8,72,1621,Day,Teaching,358,5,TNCC,3.6422737898797344,1,0.172,0
1045,Labor & Delivery,Ohio,26,59,1670,Day,Government,851,15,CEN,4.316189002944651,0,0.167,1
1046,ER,Texas,8,88,1204,Day,Teaching,967,15,ACLS,4.610764281827478,1,0.1645,1
1047,Pediatrics,New York,8,51,1001,Night,Teaching,884,6,CEN,4.6353902676905205,1,0.167,0
1048,Pediatrics,Florida,8,86,837,Rotating,Teaching,183,12,BLS,4.410074302955006,1,0.16,0
1049,Labor & Delivery,Ohio,8,40,1741,Day,Teaching,768,12,ACLS,3.7501810027755114,0,0.1645,0
1050,ER,North Carolina,26,65,987,Rotating,Community,332,4,TNCC,4.696130830912496,1,0.172,1
1051,Med-Surg,Ohio,4,53,1880,Day,Teaching,827,19,BLS,4.580167000272419,1,0.16,1
1052,Labor & Delivery,North Carolina,8,77,1740,Rotating,Teaching,122,17,CEN,3.629203657323554,1,0.167,1
1053,Pediatrics,Illinois,4,76,1843,Night,Private,530,14,CEN,4.195714737011564,1,0.167,1
1054,Pediatrics,Illinois,13,50,1072,Day,Community,401,17,TNCC,3.7609660992827054,1,0.172,0
1055,ICU,Texas,8,75,1942,Day,Private,609,1,BLS,4.006215568569457,0,0.16,1
1056,ER,Ohio,8,52,1382,Day,Community,375,9,CCRN,3.527121638308528,1,0.176,0
1057,ICU,Illinois,13,82,1315,Night,Government,794,12,PALS,4.100494802616137,1,0.1605,0
1058,Med-Surg,Florida,4,42,2044,Night,Government,492,17,TNCC,4.324815381734315,1,0.172,0
1059,Labor & Delivery,North Carolina,26,72,1325,Rotating,Community,149,14,CEN,4.4293738892406305,0,0.167,1
1060,Pediatrics,Georgia,8,45,2338,Night,Government,108,11,ACLS,4.495235517693065,1,0.1645,1
1061,ER,Georgia,13,89,1135,Day,Government,557,14,BLS,4.75443696965369,1,0.16,1
1062,Pediatrics,Georgia,13,49,1497,Rotating,Community,307,12,CCRN,3.823194360913595,1,0.176,0
1063,ICU,Illinois,8,44,1878,Night,Teaching,462,17,PALS,3.680722733657702,0,0.1605,0
1064,ICU,Ohio,4,62,1299,Rotating,Private,501,14,ACLS,4.7773057578468885,0,0.1645,1
1065,Labor & Delivery,Georgia,4,49,1699,Rotating,Community,114,10,BLS,3.734919222338975,1,0.16,0
1066,ER,California,8,83,1565,Rotating,Community,644,18,CCRN,4.962140122004293,0,0.176,1
1067,ER,New York,13,41,1335,Day,Community,203,2,TNCC,4.763807344097955,1,0.172,0
1068,Labor & Delivery,Ohio,8,52,961,Day,Private,315,6,CCRN,4.251314908834399,0,0.176,0
1069,ICU,North Carolina,26,79,2493,Night,Community,870,13,TNCC,4.972132137383038,1,0.172,1
1070,ICU,Florida,26,41,1393,Day,Private,128,13,BLS,3.6460650936620063,1,0.16,0
1071,ICU,Ohio,4,59,958,Rotating,Private,364,12,CCRN,3.9545986417626526,1,0.176,0
1072,Pediatrics,Florida,26,40,2011,Rotating,Government,711,11,PALS,4.457336622560917,1,0.1605,0
1073,Med-Surg,Ohio,13,76,859,Day,Teaching,996,8,CCRN,4.025010302709768,1,0.176,0
1074,ICU,Georgia,26,48,1714,Rotating,Government,609,0,BLS,4.892558827971188,0,0.16,0
1075,Med-Surg,New York,8,56,2142,Day,Community,966,18,ACLS,3.5984391322667264,0,0.1645,0
1076,Med-Surg,New York,13,48,1010,Rotating,Community,940,10,ACLS,4.324117748091447,1,0.1645,0
1077,ER,Florida,4,50,1205,Night,Private,297,18,CCRN,4.386299401092671,1,0.176,0
